Id,SalePrice
1461,101400.74097127233
1462,119163.80049492433
1463,137022.24388463073
1464,159384.00312764884
1465,160370.46665268976
1466,142176.46420166103
1467,148794.89201637256
1468,141327.80253575285
1469,141172.57811275308
1470,97054.14709732265
1471,184489.90580770266
1472,113979.62557149747
1473,107637.33566919022
1474,144763.99011805904
1475,113456.90897433598
1476,260340.88217686513
1477,175862.62250179145
1478,206858.6037229171
1479,197993.33078589657
1480,329285.5542583723
1481,242319.35861051324
1482,169546.93008338253
1483,131682.8196129234
1484,151184.2115129402
1485,160820.1568767574
1486,160973.89015880862
1487,250405.43850239247
1488,213359.58144751
1489,156913.46425609215
1490,186695.28671113457
1491,173956.17595462836
1492,94511.45459981138
1493,164764.9248624646
1494,273147.53446978953
1495,260674.5565837325
1496,208877.0818518082
1497,171050.66085219398
1498,162609.19140159938
1499,177481.01884693824
1500,165403.594735014
1501,174013.78370918237
1502,159624.93119416776
1503,221087.8227599607
1504,235652.16529079407
1505,199625.1631296819
1506,180303.14844326823
1507,222338.43178634866
1508,181863.24795570085
1509,155727.25326145237
1510,118770.43122597005
1511,112132.20010135479
1512,136275.5959820314
1513,144386.30056543267
1514,157390.56383072044
1515,161896.40182001522
1516,136154.51953557393
1517,144757.32164839466
1518,133456.11845956062
1519,171797.34387084263
1520,105078.41984841335
1521,98832.13073852696
1522,141710.61029112694
1523,92494.20716194867
1524,97407.53237373468
1525,95863.18413473497
1526,105060.12803653741
1527,99142.50796543271
1528,132242.47551362126
1529,114034.47682441698
1530,150726.90908610588
1531,109684.94072864065
1532,103373.79895774255
1533,139386.56513871485
1534,122252.89283744886
1535,136778.30678083983
1536,106121.19444756581
1537,73914.44224750288
1538,157842.82311913522
1539,192262.18779493074
1540,101913.76189340091
1541,131417.86605894833
1542,136666.78341392052
1543,159629.44646431343
1544,97785.86694882526
1545,125111.05769442076
1546,150188.32314931852
1547,128386.17360288698
1548,132302.3978564188
1549,124724.41076853336
1550,133159.68442342122
1551,114872.2757674865
1552,129451.77877213451
1553,129944.95211040585
1554,127740.17016532925
1555,132817.1756465603
1556,81070.72673762612
1557,93242.49858715195
1558,95708.74369333813
1559,74964.82461639828
1560,139651.0382530016
1561,118205.06527231428
1562,111631.64681929718
1563,100118.709620801
1564,146015.74167199992
1565,135221.69015678784
1566,176180.03360239786
1567,79136.98574860934
1568,184694.04409034294
1569,106171.79781556144
1570,122058.66861902903
1571,109868.6640144811
1572,113359.3512503878
1573,161877.79248429427
1574,102319.16244020985
1575,174570.4335646777
1576,228028.53686025384
1577,163497.42772790467
1578,136829.64567722625
1579,132761.65408355993
1580,190109.89030707759
1581,149848.4792028509
1582,122175.09795273189
1583,266937.1310583813
1584,214627.8269100219
1585,148830.34443027477
1586,72264.51617214794
1587,92788.82340097515
1588,113222.86771118984
1589,90180.3352038072
1590,123769.07965325695
1591,80223.42231123085
1592,109903.32397482145
1593,115038.65078584987
1594,122469.690786911
1595,97600.29762714023
1596,169598.84899746146
1597,153685.13188896482
1598,157153.3410545072
1599,164788.9839144705
1600,169330.07526918504
1601,65362.73808501742
1602,93875.02244108252
1603,81862.66489296185
1604,199662.83036711984
1605,221420.602052165
1606,161004.9675788097
1607,173551.12626606392
1608,179490.10410878444
1609,143414.7550034204
1610,129298.61556768682
1611,121430.1053903961
1612,130198.12319692488
1613,137427.46058276345
1614,128758.99291882396
1615,99578.34244786306
1616,87228.99259004826
1617,99063.1948320986
1618,103826.75438291373
1619,119388.58000256061
1620,168289.95335940504
1621,116789.17907216353
1622,119426.24726697207
1623,213167.1879220762
1624,182305.62852150542
1625,103914.14313344678
1626,149672.06121413645
1627,152997.54619956086
1628,214673.5665806048
1629,147987.39240181344
1630,241046.1429714623
1631,175358.45836507046
1632,188242.74689168434
1633,149160.76555764783
1634,170451.2116613686
1635,150708.48970016235
1636,126856.09506158385
1637,150940.36866704997
1638,199955.24903829576
1639,166512.4103749941
1640,231905.06800934405
1641,156435.38022668732
1642,215024.9921665025
1643,218723.85492680626
1644,237726.17023669512
1645,176947.13192052394
1646,157610.29724103148
1647,148210.92931928748
1648,109490.67930574773
1649,119045.33896980713
1650,104587.8509448007
1651,105415.76155686662
1652,119219.31627907962
1653,124081.20585122664
1654,142568.5287772353
1655,139539.2623756919
1656,138163.18600890678
1657,147731.71704770226
1658,139328.10191800765
1659,127980.94428953624
1660,125452.00977593054
1661,349907.54601730796
1662,266715.58343581203
1663,245403.91296872732
1664,353977.470720025
1665,216282.21629239756
1666,218278.7077045421
1667,289531.19870717305
1668,232539.77537921484
1669,211052.28520358173
1670,232210.68205374194
1671,191818.42951494068
1672,295931.94032849587
1673,243385.02271795282
1674,184000.05069598305
1675,154054.85394920307
1676,157460.33887648428
1677,176682.2503164754
1678,310081.99739175505
1679,246344.14049472843
1680,227655.1517705997
1681,189404.22553342866
1682,219162.40130636637
1683,161943.70340628413
1684,161544.11953396144
1685,147562.45770769447
1686,154980.58582043217
1687,145424.18928860853
1688,163018.53132762335
1689,165314.86738611135
1690,173849.82504785663
